# Airport database: IATA|ICAO|LAT|LON|CITY|NAME
# Source: OurAirports (public domain), scheduled-service
# large+medium airports. Add your own as extra lines.
HLA|FALA|-25.939|27.9266|Johannesburg|Lanseria International Airport
HLD|ZBLA|49.2086|119.8223|Hailar|Hulunbuir Hailar Airport
HLE|FHSH|-15.9589|-5.6461|Jamestown|Saint Helena International Airport
HLN|KHLN|46.6068|-111.983|Helena|Helena Regional Airport
HLP|WIHH|-6.267|106.8903|Jakarta|Halim Perdanakusuma International Airport
HLZ|NZHN|-37.867|175.332|Hamilton|Hamilton International Airport
HMA|USHH|61.0285|69.0861|Khanty-Mansiysk|Khanty Mansiysk Airport
HMB|HESG|26.3425|31.743|Suhaj|Suhaj International Airport
HME|DAUH|31.673|6.1404|Hassi Messaoud|Hassi Messaoud-Oued Irara Krim Belkacem Airport
HMI|ZWHM|42.8414|93.6692|Hami|Hami Airport
HMO|MMHO|29.0928|-111.053|Hermosillo|General Ignacio L. Pesqueira International Airport
HNA|RJSI|39.4286|141.135|Hanamaki|Iwate Hanamaki Airport
HND|RJTT|35.5497|139.787|Tokyo|Tokyo Haneda International Airport
HNL|PHNL|21.3184|-157.9257|Honolulu, Oahu|Daniel K. Inouye International Airport
HNM|PHHN|20.7956|-156.014|Hana|Hana Airport
HNS|PAHN|59.2439|-135.5239|Haines|Haines Airport
HOB|KHOB|32.6875|-103.217|Hobbs|Lea County Regional Airport
HOF|OEAH|25.2853|49.4852|Hofuf|Al-Ahsa International Airport
HOG|MUHG|20.7851|-76.3155|Holguin|Frank Pais International Airport
HOI|NTTO|-18.0748|-140.946|Otepa|Hao Airport
HOM|PAHO|59.6445|-151.4792|Homer|Homer Airport
HOR|LPHR|38.5199|-28.7159|Horta|Horta Airport
HOT|KHOT|34.4788|-93.0963|Hot Springs|Memorial Field Airport
HOU|KHOU|29.6453|-95.2768|Houston|William P. Hobby Airport
HOV|ENOV|62.18|6.0741|rsta|rsta-Volda Airport, Hovden
HPA|NFTL|-19.777|-174.341|Lifuka|Lifuka Island Airport
HPG|ZHSN|31.626|110.34|Shennongjia (Hongping)|Shennongjia Hongping Airport
HPH|VVCI|20.8174|106.7243|Haiphong (Hai An)|Cat Bi International Airport
HPN|KHPN|41.067|-73.7076|White Plains|Westchester County Airport
HQL|ZWTK|37.6613|75.2889|Tashikuergan|Tashikuergan Hongqilafu Airport
HRB|ZYHB|45.6234|126.25|Harbin|Harbin Taiping International Airport
HRE|FVRG|-17.9318|31.0928|Harare|Robert Gabriel Mugabe International Airport
HRG|HEGN|27.1768|33.7967|Hurghada|Hurghada International Airport
HRI|VCRI|6.2839|81.1242|Mattala|Mattala Rajapaksa International Airport
HRL|KHRL|26.2285|-97.6544|Harlingen|Valley International Airport
HRO|KHRO|36.2615|-93.1547|Harrison|Boone County Airport
HSA|UAIT|43.3111|68.5504|Turkstan|Hazrat Sultan International Airport
HSC|ZGSG|24.9786|113.421|Shaoguan|Shaoguan Danxia Airport
HSG|RJFS|33.1497|130.302|Saga|Kyushu Saga International Airport
HSL|PAHL|65.6979|-156.351|Huslia|Huslia Airport
HSN|ZSZS|29.9339|122.3623|Zhoushan|Zhoushan Putuoshan International Airport
HSR|VAHS|22.3788|71.0394|Rajkot|Rajkot International Airport
HSS|VIHR|29.1861|75.7414|Hisar|Maharaja Agrasen International Airport
HSV|KHSV|34.6362|-86.7744|Huntsville|Huntsville International Airport
HTA|UIAA|52.0248|113.3058|Chita|Chita-Kadala International Airport
HTG|UOHH|71.9781|102.491|Khatanga|Khatanga Airport
HTI|YBHM|-20.3581|148.952|Hamilton Island|Hamilton Island Airport
HTN|ZWTN|37.0385|79.8649|Hotan|Hotan Airport
HTS|KHTS|38.3667|-82.558|Huntington|Tri-State Airport / Milton J. Ferguson Field
HTT|ZLHX|38.2016|90.8378|Mengnai|Huatugou Airport
HTY|LTDA|36.3608|36.2856|Antakya|Hatay Airport
HUH|NTTH|-16.6871|-151.0216|Fare|Huahine-Fare Airport
HUI|VVPB|16.4006|107.7031|Hue|Phu Bai International Airport
HUN|RCYU|24.0232|121.618|Hualien City|Hualien Chiashan Airport
HUO|ZBHZ|45.4872|119.4072|Holingol|Holingol Huolinhe Airport
HUU|SPNC|-9.8788|-76.2048|Huanuco|Alferez Fap David Figueroa Fernandini Airport
HUX|MMBT|15.7754|-96.2605|Huatulco|Bahias de Huatulco International Airport
HUY|EGNJ|53.5762|-0.3495|Grimsby, Lincolnshire|Humberside Airport
HUZ|ZGHZ|23.05|114.6|Huizhou (Pingtan)|Huizhou Pingtan Airport
HVB|YHBA|-25.3201|152.8807|Hervey Bay|Hervey Bay Airport
HVD|ZMKD|47.9541|91.6282|Khovd|Khovd Airport
HVG|ENHV|71.0097|25.9836|Honningsvag|Honningsvag Airport, Valan
HVN|KHVN|41.2629|-72.8877|New Haven|Tweed New Haven Airport
HVR|KHVR|48.5414|-109.7629|Havre|Havre City County Airport
HWR|VIHX|30.7485|75.6298|Halwara|Halwara International Airport
HXD|ZLDL|37.1253|97.2687|Delingha|Haixi Delingha Airport
HYA|KHYA|41.6693|-70.2804|Hyannis|Cape Cod Gateway Airport
HYD|VOHS|17.2313|78.4299|Hyderabad|Rajiv Gandhi International Airport
HYN|ZSLQ|28.5622|121.429|Taizhou (Luqiao)|Taizhou Luqiao Airport
HYS|KHYS|38.8445|-99.2731|Hays|Hays Regional Airport
HZA|ZSHZ|35.213|115.7367|Heze (Dingtao)|Heze Mudan Airport
HZG|ZLHZ|33.1335|107.2038|Hanzhong (Chenggu)|Hanzhong Chenggu Airport
HZH|ZUNP|26.3222|109.1499|Liping|Liping Airport
IAA|UOII|67.4372|86.6219|Igarka|Igarka Airport
IAD|KIAD|38.9445|-77.4558|Dulles|Washington Dulles International Airport
IAG|KIAG|43.1073|-78.9462|Niagara Falls|Niagara Falls International Airport
IAH|KIAH|29.9844|-95.3414|Houston|George Bush Intercontinental Airport
IAM|DAUZ|28.0515|9.6429|In Amenas|Zarzaitine - In Amenas Airport
IAN|PAIK|66.9761|-160.439|Kiana|Bob Baker Memorial Airport
IAR|UUDL|57.5607|40.1574|Tunoshna|Golden Ring Yaroslavl International Airport
IAS|LRIA|47.1796|27.6214|Iasi|Iasi International Airport
IBA|DNIB|7.3625|3.9783|Ibadan|Ibadan Airport
IBE|SKIB|4.4216|-75.1333|Ibague|Perales Airport
IBR|RJAH|36.1815|140.4144|Omitama|Ibaraki Airport
IBZ|LEIB|38.8729|1.3731|Ibiza (Eivissa)|Ibiza Airport
ICN|RKSI|37.4691|126.451|Seoul|Incheon International Airport
ICT|KICT|37.6503|-97.4286|Wichita|Wichita Dwight D. Eisenhower National Airport
IDA|KIDA|43.5146|-112.071|Idaho Falls|Idaho Falls Regional Airport
IDR|VAID|22.7214|75.8005|Indore|Devi Ahilya Bai Holkar International Airport
IEG|EPZG|52.1385|15.7986|Nowe Kramsko|Zielona Gora-Babimost Airport
IFJ|BIIS|66.0581|-23.1353|Isafjorur|Isafjorur Airport
IFN|OIFM|32.7551|51.8839|Isfahan|Isfahan Shahid Beheshti International Airport
IFO|UKLI|48.8842|24.6861|Ivano-Frankivsk|Ivano-Frankivsk International Airport
IGA|MYIG|20.975|-73.6669|Matthew Town|Inagua Airport
IGD|LTCT|39.9766|43.8766|Igdr|Igdr Airport
IGR|SARI|-25.7373|-54.4734|Puerto Iguazu|Cataratas Del Iguazu International Airport
IGT|URMS|43.3233|45.0126|Sunzha|Magas Airport
IGU|SBFI|-25.5942|-54.4894|Foz do Iguacu|Cataratas International Airport
IJK|USII|56.8345|53.4622|Izhevsk|Izhevsk Airport
IKA|OIIE|35.4161|51.1522|Tehran|Imam Khomeini International Airport
IKG|UCFK|42.5081|78.4078|Karakol|Karakol International Airport
IKI|RJDB|33.749|129.785|Iki|Iki Airport
IKS|UEST|71.6977|128.903|Tiksi|Tiksi Airport
IKT|UIII|52.2667|104.3956|Irkutsk|Irkutsk International Airport
IKU|UCFL|42.5856|76.7012|Tamchy|Issyk-Kul International Airport
ILD|LEDA|41.7282|0.535|Lleida|Lleida-Alguaire Airport
ILG|KILG|39.6787|-75.6065|Wilmington|Wilmington Airport
ILI|PAIL|59.7544|-154.911|Iliamna|Iliamna Airport
ILM|KILM|34.2723|-77.9051|Wilmington|Wilmington International Airport
ILO|RPVI|10.833|122.4934|Cabatuan|Iloilo International Airport
ILP|NWWE|-22.5889|167.456|Ile des Pins|Ile des Pins Airport
ILQ|SPLO|-17.695|-71.344|Ilo|General Jorge Fernandez Maldon Airport
ILR|DNIL|8.4402|4.4939|Ilorin/Ogbomosho|General Tunde Idiagbon International Airport
ILS|MSSS|13.6995|-89.1199|San Salvador|Ilopango International Airport
ILY|EGPI|55.6827|-6.2575|Isle of Islay, Argyll and Bute|Islay Airport
IMF|VEIM|24.76|93.8967|Imphal|Bir Tikendrajit International Airport
IMP|SBIZ|-5.5313|-47.46|Imperatriz|Prefeito Renato Moreira Airport
IMT|KIMT|45.8191|-88.1146|Kingsford|Ford Airport
INC|ZLIC|38.3228|106.3932|Yinchuan|Yinchuan Hedong International Airport
IND|KIND|39.7173|-86.2944|Indianapolis|Indianapolis International Airport
INH|FQIN|-23.8764|35.4085|Inhambane|Inhambane Airport
INI|LYNI|43.3365|21.8562|Nis|Nis Constantine the Great Airport
INL|KINL|48.5662|-93.4031|International Falls|Falls International Airport
INN|LOWI|47.2602|11.344|Innsbruck|Innsbruck Airport
INU|ANYN|-0.5479|166.9195|Yaren|Nauru International Airport
INV|EGPE|57.5425|-4.0475|Inverness|Inverness Airport
INZ|DAUI|27.251|2.512|In Salah|In Salah Airport
IOA|LGIO|39.6964|20.8225|Ioannina|Ioannina King Pyrrhus National Airport
IOM|EGNS|54.0831|-4.6239|Castletown|Isle of Man Airport
IOS|SBIL|-14.8159|-39.0335|Ilheus|Bahia - Jorge Amado Airport
IPC|SCIP|-27.1654|-109.421|Isla De Pascua|Mataveri International Airport
IPH|WMKI|4.5673|101.0916|Ipoh|Sultan Azlan Shah Airport
IPI|SKIP|0.8619|-77.6718|Ipiales|San Luis Airport
IPL|KIPL|32.8354|-115.574|Imperial|Imperial County Airport
IPN|SBIP|-19.4707|-42.4876|Ipatinga|Usiminas Airport
IPT|KIPT|41.2421|-76.9224|Williamsport|Williamsport Regional Airport
IQM|ZWCM|38.2345|85.4655|Qiemo|Qiemo Yudu Airport
IQN|ZLQY|35.8026|107.5989|Qingyang (Xifeng)|Qingyang Xifeng Airport
IQQ|SCDA|-20.5363|-70.1814|Iquique|Diego Aracena International Airport
IQT|SPQT|-3.7847|-73.3088|Iquitos|Coronel FAP Francisco Secada Vignetta International Airport
IRG|YLHR|-12.7869|143.305|Lockhart River|Lockhart River Airport
IRJ|SANL|-29.3816|-66.7958|La Rioja|Capitan V A Almonacid Airport
IRK|KIRK|40.0935|-92.5449|Kirksville|Kirksville Regional Airport
IRP|FZJH|2.8276|27.5883|Isiro|Matari Airport
ISA|YBMA|-20.6664|139.4885|Mount Isa|Mount Isa Airport
ISB|OPIS|33.549|72.8257|Attock|Islamabad International Airport
ISE|LTFC|37.8554|30.3684|Isparta|Suleyman Demirel International Airport
ISG|ROIG|24.3964|124.245|Ishigaki|New Ishigaki Airport
ISK|VAOZ|20.1191|73.9129|Nashik|Nashik International Airport
ISP|KISP|40.7963|-73.1017|Islip|Long Island MacArthur Airport
IST|LTFM|41.2749|28.7321|Istanbul|Istanbul Airport
ISU|ORSJ|35.5605|45.3151|Sulaymaniyah|Jalal Talabani International Airport
ITB|SBIH|-4.2421|-56.0007|Itaituba|Itaituba Airport
ITH|KITH|42.491|-76.4584|Ithaca|Ithaca Tompkins Regional Airport
ITM|RJOO|34.7809|135.4408|Osaka|Osaka Itami International Airport
ITO|PHTO|19.7214|-155.0454|Hilo|Hilo International Airport
IUE|NIUE|-19.0801|-169.9235|Alofi|Niue International Airport
IVC|NZNV|-46.4124|168.313|Invercargill|Invercargill Airport
IVL|EFIV|68.6073|27.4053|Ivalo|Ivalo Airport
IWA|UUBI|56.9394|40.9408|Ivanovo|Ivanovo South Airport
IWJ|RJOW|34.6764|131.79|Masuda|Iwami Airport
IWK|RJOI|34.1463|132.2472|Iwakuni|Iwakuni Kintaikyo Airport
IXA|VEAT|23.887|91.2404|Agartala|Agartala - Maharaja Bir Bikram Airport
IXB|VEBD|26.6812|88.3286|Siliguri|Bagdogra Airport
IXC|VICG|30.6735|76.7885|Chandigarh|Shaheed Bhagat Singh International Airport
IXD|VEAB|25.4401|81.7339|Allahabad|Prayagraj Airport
IXE|VOML|12.9547|74.8868|Mangaluru|Mangaluru International Airport
IXG|VOBM|15.8593|74.6183|Belgaum|Belagavi Airport
IXI|VELR|27.2957|94.0973|Lilabari|Lilabari North Lakhimpur Airport
IXJ|VIJU|32.6888|74.8382|Jammu|Jammu Airport
IXK|VAKS|21.3171|70.2704|Keshod|Keshod Airport
IXL|VILH|34.1359|77.5465|Leh|Leh Kushok Bakula Rimpochee Airport
IXM|VOMD|9.8345|78.0934|Madurai|Madurai Airport
IXP|VIPK|32.2336|75.6344|Pathankot|Pathankot Airport
IXR|VERC|23.3143|85.3217|Ranchi|Birsa Munda Airport
IXS|VEKU|24.9129|92.9787|Silchar|Silchar Airport
IXU|VAAU|19.8629|75.3963|Aurangabad|Aurangabad Airport
IXY|VAKE|23.1127|70.1003|Kandla|Kandla Airport
IXZ|VOPB|11.6402|92.729|Port Blair|Veer Savarkar International Airport / INS Utkrosh
IZA|SBZM|-21.5131|-43.1731|Juiz de Fora|Presidente Itamar Franco Airport
IZO|RJOC|35.4136|132.89|Izumo|Izumo Enmusubi Airport
IZT|MMIT|16.446|-95.0937|Ixtepec|General Antonio Cardenas Rodriguez National Airport / Ixtepec Air Base
JAC|KJAC|43.6073|-110.738|Jackson|Jackson Hole Airport
JAE|SPJE|-5.5925|-78.774|Jaen|Shumba Airport
JAF|VCCJ|9.7923|80.0701|Jaffna|Jaffna International Airport
JAI|VIJP|26.8242|75.8122|Jaipur|Jaipur International Airport
JAN|KJAN|32.3112|-90.0759|Jackson|Jackson-Medgar Wiley Evers International Airport
JAU|SPJJ|-11.7831|-75.4734|Jauja|Francisco Carle Airport
JAV|BGJN|69.2432|-51.0571|Ilulissat|Ilulissat Airport
JAX|KJAX|30.4925|-81.6878|Jacksonville|Jacksonville International Airport
JBQ|MDJB|18.5725|-69.9856|La Isabela|La Isabela International Airport
JBR|KJBR|35.8317|-90.6464|Jonesboro|Jonesboro Municipal Airport
JCL|LKCS|48.9482|14.4283|Ceske Budejovice|Ceske Budejovice South Bohemian Airport
JDF|SBJF|-21.7915|-43.3861|Juiz de Fora|Francisco de Assis Airport
JDH|VIJO|26.2511|73.0489|Jodhpur|Jodhpur Airport
JDZ|ZSJD|29.3386|117.176|Jingdezhen|Jingdezhen Luojia Airport
JED|OEJN|21.6802|39.1574|Jeddah|King Abdulaziz International Airport
JEE|MTJE|18.6631|-74.1703|Carrefour Sanon|Jeremie Airport
JEG|BGAA|68.7218|-52.7847|Aasiaat|Aasiaat Airport
JER|EGJJ|49.2079|-2.1955|St. Peter|Jersey Airport
JFK|KJFK|40.6394|-73.7793|New York|John F. Kennedy International Airport
JGA|VAJM|22.4655|70.0126|Jamnagar|Jamnagar Airport
JGD|ZYJD|50.3714|124.1175|Jiagedaqi|Daxing'anling Elunchun Airport
JGN|ZLJQ|39.8591|98.3393|Jiayuguan|Jiayuguan International Airport
JGS|ZSGS|26.8569|114.737|Ji'an|Jinggangshan Airport
JHB|WMKJ|1.6413|103.67|Johor Bahru|Senai International Airport
JHG|ZPJH|21.9746|100.7622|Jinghong (Gasa)|Xishuangbanna Gasa International Airport
JHM|PHJH|20.9629|-156.673|Lahaina|Kapalua Airport
JHS|BGSS|66.9513|-53.7293|Sisimiut|Sisimiut Airport
JIB|HDAM|11.5473|43.1595|Djibouti City|Djibouti-Ambouli Airport
JIC|ZLJC|38.5422|102.3483|Jinchang|Jinchang Jinchuan Airport
JIJ|HAJJ|9.3319|42.9118|Jijiga|Gerad Wilwal International Airport
JIM|HAJM|7.6661|36.8166|Jimma|Jimma Airport
JIQ|ZUQJ|29.5133|108.8311|Qianjiang|Qianjiang Wulingshan Airport
JJD|SBJE|-2.9064|-40.3573|Cruz|Comandante Ariston Pessoa Airport
JJN|ZSQZ|24.7959|118.5886|Quanzhou|Quanzhou Jinjiang International Airport
JJU|BGQO|60.7638|-46.065|Qaqortoq|Qaqortoq Airport
JKG|ESGJ|57.7576|14.0687|Jonkoping|Jonkoping Airport
JKH|LGHI|38.3432|26.1406|Chios Island|Chios Island National Airport
JKR|VNJP|26.7088|85.9224|Janakpur|Janakpur Airport
JLN|KJLN|37.1518|-94.4983|Joplin|Joplin Regional Airport
JLR|VAJB|23.1778|80.052|Jabalpur|Jabalpur Airport
JMJ|ZPJM|22.4177|99.784|Pu'er (Lancang)|Lancang Jingmai Airport
JMK|LGMK|37.4351|25.3481|Mykonos|Mykonos Island National Airport
JMS|KJMS|46.9297|-98.6782|Jamestown|Jamestown Regional Airport
JMU|ZYJM|46.8428|130.4643|Jiamusi|Jiamusi Songjiang International Airport
JNB|FAOR|-26.1401|28.2468|Johannesburg|O.R. Tambo International Airport
JNG|ZSJG|35.6474|116.7433|Jining|Jining Da'an Airport
JNH|ZSJX|30.6981|120.6631|Xiuzhou, Hangzhou|Jiaxing Nanhu Airport
JNU|PAJN|58.3549|-134.5744|Juneau|Juneau International Airport
JNZ|ZYJZ|40.936|121.2771|Jinzhou (Linghai)|Jinzhou Bay Airport
JOE|EFJO|62.6588|29.6194|Joensuu|Joensuu Airport
JOG|WAHH|-7.7882|110.432|Yogyakarta|Adisutjipto International Airport
JOI|SBJV|-26.2245|-48.7974|Joinville|Lauro Carneiro de Loyola Airport
JOL|RPMJ|6.0537|121.011|Jolo|Jolo Airport
JOS|DNJO|9.6398|8.8691|Jos|Yakubu Gowon Airport
JPA|SBJP|-7.1487|-34.9506|Joao Pessoa|Presidente Castro Pinto International Airport
JRH|VEJT|26.7305|94.1754|Jorhat|Jorhat Airport
JRO|HTKJ|-3.427|37.0735|Arusha|Kilimanjaro International Airport
JSA|VIJR|26.8887|70.865||Jaisalmer Airport
JSH|LGST|35.2161|26.1013|Crete Island|Sitia Airport
JSI|LGSK|39.1771|23.5037|Skiathos|Skiathos Island National Airport
JSJ|ZYJS|47.1082|132.6579|Jiansanjiang|Jiansanjiang Shidi Airport
JSR|VGJR|23.1838|89.1608|Jashore (Jessore)|Jessore Airport
JST|KJST|40.3161|-78.8339|Johnstown|John Murtha Johnstown Cambria County Airport
JTC|SBAE|-22.1608|-49.0703|Bauru|Bauru/ArealvaMoussa Nakhal Tobias State Airport
JTR|LGSR|36.4|25.4786|Santorini Island|Santorini International Airport
JUB|HJJJ|4.872|31.6011|Juba|Juba International Airport
JUJ|SASJ|-24.3928|-65.0978|San Salvador de Jujuy|Gobernador Horacio Guzman International Airport
JUL|SPJL|-15.4677|-70.1565|Juliaca|Inca Manco Capac International Airport
JUZ|ZSJU|28.9661|118.8988|Quzhou (Kezheng)|Quzhou Airport
JXA|ZYJX|45.293|131.193|Jixi|Jixi Xingkaihu Airport
JYV|EFJY|62.3995|25.6783|Jyvaskylan Maalaiskunta|Jyvaskyla Airport
JZH|ZUJZ|32.8533|103.6822|Ngawa (Songpan)|Jiuzhai Huanglong Airport
KAB|FVKB|-16.5198|28.885|Kariba|Kariba Airport
KAC|OSKL|37.0206|41.1914|Qamishli|Qamishli International Airport
KAD|DNKA|10.696|7.3201|Kaduna|Kaduna International Airport
KAI|SYKA|5.1773|-59.489|Kaieteur Falls|Kaieteur Airport
KAJ|EFKI|64.2855|27.6924|Kajaani|Kajaani Airport
KAN|DNKN|12.0456|8.5236|Kano|Mallam Aminu Kano International Airport
KAO|EFKS|65.9876|29.2394|Kuusamo|Kuusamo Airport
KAT|NZKT|-35.0698|173.2871|Awanui|Kaitaia Airport
KAW|VYKT|10.0493|98.538|Kawthoung|Kawthoung Airport
KBL|OAKB|34.5659|69.2123|Kabul|Kabul International Airport
KBR|WMKC|6.1669|102.293|Kota Baharu|Sultan Ismail Petra Airport
KBV|VTSG|8.0956|98.989|Krabi|Krabi International Airport
KCH|WBGG|1.4874|110.3529|Kuching|Kuching International Airport
KCM|LTCN|37.5388|36.9535|Kahramanmaras|Kahramanmaras Airport
KCT|VCCK|5.9937|80.3203|Galle|Koggala Airport
KCY|UNKM|56.1776|92.5459|Krasnoyarsk|Krasnoyarsk Cheremshanka Airport
KCZ|RJOK|33.5452|133.6702|Nankoku|Kochi Ryoma Airport
KDH|OAKN|31.5058|65.848|Kandahar|Ahmad Shah Baba International Airport
KDL|EEKA|58.9908|22.8307|Kardla|Kardla Airport
KDM|VRMT|0.4881|72.9969|Huvadhu Atoll|Kaadedhdhoo Airport
KDO|VRMK|1.8592|73.5219|Kadhdhoo|Kadhdhoo Airport
KDU|OPSD|35.3387|75.5386|Skardu|Skardu International Airport
KEF|BIKF|63.985|-22.6056|Reykjavik|Keflavik International Airport
KEJ|UNEE|55.2701|86.1072|Kemerovo|Alexei Leonov Kemerovo International Airport
KEM|EFKE|65.7787|24.5821|Kemi / Tornio|Kemi-Tornio Airport
KEP|VNNG|28.1036|81.667|Nepalgunj|Nepalgunj Airport
KER|OIKK|30.2713|56.9497|Kerman|Ayatollah Hashemi Rafsanjani International Airport
KET|VYKG|21.3016|99.636|Kengtung|Kengtung Airport
KFS|LTAL|41.3142|33.7958|Kastamonu|Kastamonu Airport
KGA|FZUA|-5.9001|22.4692|Kananga|Kananga Airport
KGC|YKSC|-35.7139|137.521||Kingscote Airport
KGD|UMKK|54.8916|20.5986|Kaliningrad|Khrabrovo Airport
KGF|UAKK|49.6708|73.3344|Karaganda|Sary-Arka Airport
KGI|YPKG|-30.7915|121.4646|Broadwood|Kalgoorlie Boulder Airport
KGL|HRYR|-1.9686|30.1395|Kigali|Kigali International Airport
KGP|USRK|62.1904|74.5338|Kogalym|Kogalym International Airport
KGS|LGKO|36.7945|27.0911|Kos Island|Kos International Airport "Ippokratis"
KGT|ZUKD|30.1425|101.7387|Garze (Kangding)|Kangding Airport
KHD|OICK|33.4354|48.2829||Khoram Abad Airport
KHE|UKOH|46.6758|32.5064|Kherson|Kherson International Airport
KHG|ZWSH|39.5423|76.0202|Kashgar|Kashgar Laining International Airport
KHH|RCKH|22.5771|120.35|Kaohsiung (Xiaogang)|Kaohsiung International Airport
KHI|OPKC|24.9065|67.1608|Karachi|Jinnah International Airport
KHK|OIBQ|29.2605|50.3222|Khark|Khark Airport
KHN|ZSCN|28.8648|115.9027|Nanchang|Nanchang Changbei International Airport
KHS|OOKB|26.171|56.2406|Khasab|Khasab Airport
KHT|OAKS|33.2846|69.8073|Khost|Khost International Airport
KHV|UHHH|48.5283|135.1886|Khabarovsk|Khabarovsk Novy Airport
KHX|UG-0002|-0.7165|29.6997|Kihihi|Savannah Airstrip
KIH|OIBK|26.5254|53.9805|Kish Island|Kish International Airport
KIJ|RJSN|37.9542|139.1122|Niigata|Niigata Airport
KIK|ORKK|35.4695|44.3489|Kirkuk|Kirkuk International Airport
KIM|FAKM|-28.8054|24.7649|Kimberley|Kimberley Airport
KIN|MKJP|17.9357|-76.7875|Kingston|Norman Manley International Airport
KIR|EIKY|52.1809|-9.5238|Farranfore|Kerry Airport
KIS|HKKI|-0.0861|34.7289|Kisumu|Kisumu International Airport
KIX|RJBB|34.4273|135.244|Osaka|Kansai International Airport
KJA|UNKL|56.1757|92.4858|Krasnoyarsk|Krasnoyarsk International Airport
KJB|VOKU|15.7163|78.1692|Orvakal|Kurnool Airport
KJH|ZUKJ|26.972|107.988|Kaili  (Huangping)|Kaili Huangping Airport
KJI|ZWKN|48.2223|86.9959|Burqin|Burqin Kanas Airport
KJT|WICA|-6.6474|108.1656|Kertajati|Kertajati International Airport
KKC|VTUK|16.4666|102.784|Khon Kaen|Khon Kaen Airport
KKE|NZKK|-35.2591|173.9133|Kerikeri|Kerikeri Airport
KKJ|RJFR|33.8459|131.035|Kitakyushu|Kitakyushu Airport
KKN|ENKR|69.7258|29.8913|Kirkenes|Kirkenes Airport, Hybuktmoen
KKR|NTGK|-15.6633|-146.885|Raitahiti|Kaukura Airport
KKS|OIFK|33.8953|51.577|Kashan|Kashan Airport
KKW|FZCA|-5.0358|18.7856|Kikwit|Kikwit Airport
KKX|RJKI|28.3213|129.928|Kikai|Kikai Airport
KLH|VAKP|16.6647|74.2894|Kolhapur|Kolhapur Airport
KLO|RPVK|11.6794|122.376|Kalibo|Kalibo International Airport
KLR|ESMQ|56.6855|16.2876|Kalmar|Kalmar Airport
KLU|LOWK|46.6425|14.3377|Klagenfurt am Worthersee|Klagenfurt Airport
KLV|LKKV|50.203|12.915|Karlovy Vary|Karlovy Vary Airport
KLW|PAKW|55.5792|-133.076|Klawock|Klawock Airport
KLX|LGKL|37.0683|22.0255|Kalamata|Kalamata Airport
KMA|AYKM|-7.9636|145.771|Kerema|Kerema Airport
KMC|OEKK|27.9009|45.5282|King Khaled Military City|King Khaled Military City Airport
KME|HRZA|-2.4622|28.9079|Kamembe|Kamembe Airport
KMG|ZPPP|25.1103|102.9367|Kunming|Kunming Changshui International Airport
KMI|RJFM|31.8772|131.449|Miyazaki|Miyazaki Airport
KMJ|RJFT|32.8373|130.855|Kumamoto|Kumamoto Airport
KMQ|RJNK|36.3934|136.4069|Kanazawa|Komatsu Airport / JASDF Komatsu Air Base
KMS|DGSI|6.7146|-1.5908|Kumasi|Prempeh I International Airport
KMW|UUBA|57.7969|41.0194|Kostroma|Kostroma Sokerkino Airport
KND|FZOA|-2.9192|25.9154|Kindu|Kindu Airport
KNG|WASK|-3.6446|133.6951|Kaimana|Utarom Airport
KNH|RCBS|24.4279|118.359|Shang-I|Kinmen Airport
KNO|WIMM|3.6378|98.8706|Beringin|Kualanamu International Airport
KNQ|NWWD|-21.0536|164.8388|Kone|Kone Airport
KNS|YKII|-39.8775|143.878||King Island Airport
KNU|VECX|26.4043|80.4101|Kanpur|Kanpur Airport
KNX|YPKU|-15.7781|128.708|Kununurra|East Kimberley Regional (Kununurra) Airport
KOA|PHKO|19.7388|-156.0456|Kailua-Kona|Ellison Onizuka Kona International Airport at Keahole
KOE|WATT|-10.1716|123.671|Kupang|El Tari Airport
KOI|EGPA|58.9579|-2.9051|Kirkwall, Orkney Islands|Kirkwall Airport
KOJ|RJFK|31.8034|130.719|Kagoshima|Kagoshima Airport
KOK|EFKK|63.7212|23.1431|Kokkola / Kruunupyy|Kokkola-Pietarsaari Airport
KOP|VTUW|17.3838|104.643|Nakhon Phanom|Nakhon Phanom Airport
KOS|VDSV|10.5706|103.6321|Preah Sihanouk|Sihanouk International Airport
KOV|UACK|53.3291|69.5946|Kokshetau|Kokshetau International Airport
KPO|RKTH|35.988|129.4204|Pohang|Pohang Airport (G-815/K-3)
KPW|UHMK|67.845|166.14|Keperveem|Keperveem Airport
KQH|VIKG|26.591|74.813|Ajmer (Kishangarh)|Kishangarh Airport Ajmer
KQT|UTDT|37.8663|68.8645|Bokhtar|Bokhtar International Airport
KRF|ESNK|63.0486|17.7689|Nyland|Kramfors-Solleftea Hoga Kusten Airport
KRK|EPKK|50.0777|19.7848|Balice|Krakow John Paul II International Airport
KRL|ZWKL|41.615|86.1408|Korla|Korla Licheng Airport
